type,category,`weekdays,date,regularity,priority,parameters,subcategory,account,recurring_id,start,end,title,amount,tags
Expense,Household,,2033-02-26T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2033-03-05T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2033-03-12T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2033-03-19T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2033-03-26T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2033-04-02T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2033-04-09T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2033-04-16T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2033-04-23T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2033-04-30T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2033-05-07T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2033-05-14T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2033-05-21T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2033-05-28T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2033-06-04T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2033-06-11T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2033-06-18T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2033-06-25T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2033-07-02T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2033-07-09T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2033-07-16T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2033-07-23T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2033-07-30T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2033-08-06T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2033-08-13T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2033-08-20T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2033-08-27T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2033-09-03T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2033-09-10T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2033-09-17T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2033-09-24T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2033-10-01T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2033-10-08T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2033-10-15T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2033-10-22T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2033-10-29T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2033-11-05T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2033-11-12T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2033-11-19T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2033-11-26T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2033-12-03T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2033-12-10T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2033-12-17T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2033-12-24T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2033-12-31T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2034-01-07T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2034-01-14T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2034-01-21T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2034-01-28T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2034-02-04T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2034-02-11T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2034-02-18T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2034-02-25T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2034-03-04T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2034-03-11T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2034-03-18T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2034-03-25T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2034-04-01T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2034-04-08T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2034-04-15T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2034-04-22T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2034-04-29T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2034-05-06T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2034-05-13T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2034-05-20T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2034-05-27T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2034-06-03T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2034-06-10T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2034-06-17T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2034-06-24T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2034-07-01T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2034-07-08T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2034-07-15T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2034-07-22T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2034-07-29T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2034-08-05T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2034-08-12T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2034-08-19T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2034-08-26T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2034-09-02T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2034-09-09T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2034-09-16T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2034-09-23T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2034-09-30T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2034-10-07T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2034-10-14T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2034-10-21T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2034-10-28T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2034-11-04T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2034-11-11T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2034-11-18T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2034-11-25T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2034-12-02T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2034-12-09T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2034-12-16T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2034-12-23T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2034-12-30T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2035-01-06T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2035-01-13T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2035-01-20T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2035-01-27T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2035-02-03T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2035-02-10T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2035-02-17T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2035-02-24T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2035-03-03T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2035-03-10T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2035-03-17T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2035-03-24T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2035-03-31T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2035-04-07T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2035-04-14T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2035-04-21T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2035-04-28T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2035-05-05T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2035-05-12T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2035-05-19T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2035-05-26T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2035-06-02T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2035-06-09T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2035-06-16T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2035-06-23T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2035-06-30T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2035-07-07T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2035-07-14T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2035-07-21T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2035-07-28T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2035-08-04T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2035-08-11T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2035-08-18T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2035-08-25T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2035-09-01T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2035-09-08T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2035-09-15T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2035-09-22T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2035-09-29T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2035-10-06T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2035-10-13T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2035-10-20T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2035-10-27T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2035-11-03T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2035-11-10T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2035-11-17T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2035-11-24T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2035-12-01T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2035-12-08T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2035-12-15T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2035-12-22T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2035-12-29T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2036-01-05T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2036-01-12T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2036-01-19T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2036-01-26T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2036-02-02T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2036-02-09T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2036-02-16T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2036-02-23T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2036-03-01T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2036-03-08T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2036-03-15T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2036-03-22T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2036-03-29T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2036-04-05T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2036-04-12T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2036-04-19T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2036-04-26T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2036-05-03T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2036-05-10T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2036-05-17T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2036-05-24T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2036-05-31T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2036-06-07T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2036-06-14T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2036-06-21T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2036-06-28T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2036-07-05T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2036-07-12T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2036-07-19T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2036-07-26T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2036-08-02T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2036-08-09T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2036-08-16T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2036-08-23T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2036-08-30T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2036-09-06T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2036-09-13T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2036-09-20T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2036-09-27T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2036-10-04T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2036-10-11T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2036-10-18T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2036-10-25T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2036-11-01T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2036-11-08T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2036-11-15T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2036-11-22T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2036-11-29T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2036-12-06T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2036-12-13T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2036-12-20T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2036-12-27T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2037-01-03T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2037-01-10T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2037-01-17T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2037-01-24T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2037-01-31T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2037-02-07T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2037-02-14T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2037-02-21T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2037-02-28T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2037-03-07T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2037-03-14T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2037-03-21T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2037-03-28T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2037-04-04T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2037-04-11T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2037-04-18T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2037-04-25T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2037-05-02T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2037-05-09T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2037-05-16T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2037-05-23T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2037-05-30T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2037-06-06T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2037-06-13T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2037-06-20T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2037-06-27T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2037-07-04T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2037-07-11T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2037-07-18T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2037-07-25T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2037-08-01T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2037-08-08T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2037-08-15T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2037-08-22T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2037-08-29T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2037-09-05T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2037-09-12T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2037-09-19T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2037-09-26T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2037-10-03T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2037-10-10T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2037-10-17T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2037-10-24T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2037-10-31T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2037-11-07T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2037-11-14T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2037-11-21T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2037-11-28T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2037-12-05T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2037-12-12T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2037-12-19T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2037-12-26T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2038-01-02T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2038-01-09T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2038-01-16T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2038-01-23T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2038-01-30T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2038-02-06T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2038-02-13T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2038-02-20T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2038-02-27T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2038-03-06T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2038-03-13T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2038-03-20T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2038-03-27T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2038-04-03T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2038-04-10T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2038-04-17T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2038-04-24T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2038-05-01T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2038-05-08T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2038-05-15T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2038-05-22T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2038-05-29T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2038-06-05T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2038-06-12T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2038-06-19T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2038-06-26T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2038-07-03T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2038-07-10T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2038-07-17T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2038-07-24T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2038-07-31T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2038-08-07T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2038-08-14T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2038-08-21T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2038-08-28T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2038-09-04T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2038-09-11T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2038-09-18T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2038-09-25T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2038-10-02T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2038-10-09T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2038-10-16T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2038-10-23T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2038-10-30T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2038-11-06T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2038-11-13T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2038-11-20T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2038-11-27T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2038-12-04T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
Expense,Household,,2038-12-11T00:00:00.000Z,,,,,,,,,Laundry,200.00,weekly
