"DATE","TYPE","FROM ACCOUNT","TO ACCOUNT/TO CATEGORY","AMOUNT","CURRENCY","AMOUNT 2","CURRENCY 2","TAGS","NOTES"
"15/10/2023","Expense","Wallet Cash","Food (Whole Foods)","120","PHP","120","PHP","","Bananas x16"
"15/10/2023","Expense","Wallet Cash","Food (Whole Foods)","294","PHP","294","PHP","","Mangoes x6"
"15/10/2023","Expense","Wallet Cash","Food (Whole Foods)","125","PHP","125","PHP","","Lettuce 500g"
"15/10/2023","Transfer","Expected Expense","Wallet Cash","3000","PHP","3000","PHP","","Weekly Withdraw"
"15/10/2023","Expense","GCash","Household  (Internet)","99","PHP","99","PHP","","GCash Weekly Load"
"14/10/2023","Income","Wallet Cash","Discovery","8.25","PHP","8.25","PHP","","Unaccounted for"
"14/10/2023","Transfer","Wallet Cash","GCash","379","PHP","379","PHP","","GCash Transfer"
"14/10/2023","Expense","Wallet Cash","Food (Junk Food)","118","PHP","118","PHP","","Yumpanada x3"
"14/10/2023","Transfer","Expected Expense","Wallet Cash","600","PHP","600","PHP","","Withdraw"
"13/10/2023","Expense","Wallet Cash","Transport (Motorcycle Taxi)","120","PHP","120","PHP","","Angkas from Home to Kren's"
"11/10/2023","Transfer","Wallet Cash","Expected Expense","600","PHP","600","PHP","","Store"
"11/10/2023","Expense","Wallet Cash","Household  (Lost)","5.6","PHP","5.6","PHP","","Unaccounted for"
"11/10/2023","Expense","Wallet Cash","Food (Junk Food)","41.9","PHP","41.9","PHP","","Dynamite Mints"
"11/10/2023","Expense","Wallet Cash","Household  (Items)","98","PHP","98","PHP","","Paper Towels x2"
"11/10/2023","Expense","Wallet Cash","Food (Packaged Foods)","346.4","PHP","346.4","PHP","","Gold Seas Chunks in Seawater 180g x4"
"11/10/2023","Expense","Wallet Cash","Food (Whole Foods)","169.1","PHP","169.1","PHP","","Chicken Breast 600g"
"11/10/2023","Expense","Wallet Cash","Clothing (Laundry)","205","PHP","205","PHP","","Weekly Laundry"
"11/10/2023","Transfer","Expected Expense","Wallet Cash","1000","PHP","1000","PHP","","Shortage Withdraw"
"10/10/2023","Transfer","Mudra","Expected Expense","4000","PHP","4000","PHP","","Kren Pays"
"10/10/2023","Expense","Wallet Cash","Transport (Commute)","190","PHP","190","PHP","","Taxi from Vista Verde to Cubao"
"10/10/2023","Expense","Wallet Cash","Transport (Commute)","26","PHP","26","PHP","","Jeep from Sta Lucia to Vista Verde"
"10/10/2023","Expense","Wallet Cash","Transport (Commute)","50","PHP","50","PHP","","LRT from Cubao to Marikina"
"10/10/2023","Expense","Wallet Cash","Food (Whole Foods)","24","PHP","24","PHP","","Garlic x2"
"10/10/2023","Expense","Wallet Cash","Food (Whole Foods)","150","PHP","150","PHP","","Eggs x15"
"10/10/2023","Expense","Wallet Cash","Kren","200","PHP","200","PHP","","Angkas"
"09/10/2023","Expense","Wallet Cash","Food (Whole Foods)","70","PHP","70","PHP","","String Beans 800g"
"09/10/2023","Transfer","Kren","Wallet Cash","600","PHP","600","PHP","","Borrow"
"09/10/2023","Expense","Wallet Cash","Food (Whole Foods)","40","PHP","40","PHP","","Eggs x4"
"09/10/2023","Expense","Wallet Cash","Household  (Items)","105","PHP","105","PHP","","Money Clips x12"
"09/10/2023","Expense","Wallet Cash","Leisure (Literature)","125","PHP","125","PHP","","1984 - George Orwell"
"09/10/2023","Expense","Wallet Cash","Food (Junk Food)","149","PHP","149","PHP","","Dairy Queen"
"09/10/2023","Expense","Wallet Cash","Kren","280","PHP","280","PHP","","KFC Shared"
"09/10/2023","Expense","Expected Expense","Kren","1000","PHP","1000","PHP","","Kren Keep"
"09/10/2023","Expense","Wallet Cash","Food (Junk Food)","400","PHP","400","PHP","","KFC Shared"
"09/10/2023","Transfer","Expected Expense","Mudra","6000","PHP","6000","PHP","","Lend"
"09/10/2023","Expense","Wallet Cash","Transport (Shipping)","1","PHP","1","PHP","","Delivery Fee"
"09/10/2023","Expense","Wallet Cash","Health (Supplements)","2796","PHP","2796","PHP","","Athlene Active Vegan Protein 1lb x4"
"09/10/2023","Expense","Wallet Cash","Health (Medicine)","80","PHP","80","PHP","","Mefenamic Acid x10"
"09/10/2023","Transfer","Expected Expense","Wallet Cash","4000","PHP","4000","PHP","","Withdraw"
"09/10/2023","Expense","Wallet Cash","Food (Whole Foods)","125","PHP","125","PHP","","Lettuce 500g"
"09/10/2023","Expense","Wallet Cash","Food (Whole Foods)","120","PHP","120","PHP","","Tomatoes x14"
"09/10/2023","Expense","Wallet Cash","Food (Whole Foods)","188","PHP","188","PHP","","Mangoes x6"
"09/10/2023","Expense","Wallet Cash","Food (Whole Foods)","80","PHP","80","PHP","","Bananas x8"
"08/10/2023","Expense","Expected Expense","Kren","2000","PHP","2000","PHP","","SumoSam w Kren"
"08/10/2023","Expense","GCash","Household  (Internet)","99","PHP","99","PHP","","GCash Weekly Load"
"08/10/2023","Expense","Wallet Cash","Food (Junk Food)","136","PHP","136","PHP","","Chuckie"
"08/10/2023","Expense","Wallet Cash","Food (Junk Food)","109","PHP","109","PHP","","Red Bull"
"08/10/2023","Expense","Wallet Cash","Transport (Motorcycle Taxi)","133","PHP","133","PHP","","Angkas from Lifehomes Pasig to Home "
"08/10/2023","Expense","Wallet Cash","Gadgets","3000","PHP","3000","PHP","","Samsung Active 2 Smart Watch"
"08/10/2023","Expense","Wallet Cash","Transport (Motorcycle Taxi)","138","PHP","138","PHP","","Angkas from Home to Lifehomes Pasig"
"08/10/2023","Transfer","Expected Expense","Wallet Cash","4000","PHP","4000","PHP","","Withdraw "
"08/10/2023","Expense","Expected Expense","Household  (Rent)","10000","PHP","10000","PHP","","October Rent"
"08/10/2023","Expense","Expected Expense","Household  (Rent)","5000","PHP","5000","PHP","","September Rent 1/2"
"08/10/2023","Expense","Wallet Cash","Pets (Toys)","98","PHP","98","PHP","","Travel Bottle"
"08/10/2023","Expense","Wallet Cash","Pets","88","PHP","88","PHP","","Litter Scoop"
"08/10/2023","Expense","Wallet Cash","Pets (Hygiene)","218","PHP","218","PHP","","Litter Box"
"08/10/2023","Expense","Wallet Cash","Pets (Toys)","228","PHP","228","PHP","","Cat Brown Clothes"
"08/10/2023","Expense","Wallet Cash","Food (Restaurant)","190","PHP","190","PHP","","SumoSam w Kren"
"08/10/2023","Expense","Wallet Cash","Food (Junk Food)","460","PHP","460","PHP","","BLK 513 Dark Side Cup w Kren"
"08/10/2023","Transfer","Expected Expense","Wallet Cash","1733","PHP","1733","PHP","","Withdraw"
"08/10/2023","Income","Expected Expense","DigiLance Salary","36733","PHP","36733","PHP","","October Salary"
"08/10/2023","Transfer","Wallet Cash","GCash","100","PHP","100","PHP","","Cash In"
"06/10/2023","Income","Wallet Cash","Discovery","74","PHP","74","PHP","","Unaccounted for"
"06/10/2023","Expense","Wallet Cash","Transport (Commute)","25","PHP","25","PHP","","LRT from Cubao to Recto"
"06/10/2023","Expense","Wallet Cash","Transport (Commute)","50","PHP","50","PHP","","Tricycle from Intramuros to LRT Recto"
"06/10/2023","Expense","Wallet Cash","Household  (Maintenance)","10","PHP","10","PHP","","7/11 Charger 20 mins"
"06/10/2023","Expense","EastWest HPL Game Design Corporation","Household  (Transaction Fees)","18","PHP","18","PHP","","ATM Withdrawal Fee"
"06/10/2023","Transfer","EastWest HPL Game Design Corporation","Wallet Cash","800","PHP","800","PHP","","Withdraw"
"06/10/2023","Expense","Wallet Cash","Food (Restaurant)","760.8","PHP","760.8","PHP","","La Cafe Shared"
"06/10/2023","Expense","GCash","Food (Restaurant)","204.2","PHP","204.2","PHP","","La Cafe Shared"
"06/10/2023","Expense","Wallet Cash","Food (Restaurant)","83.1","PHP","83.1","PHP","","La Cafe Service Fee"
"06/10/2023","Expense","Wallet Cash","Transport (Commute)","25","PHP","25","PHP","","Tricycle from Metropolitan Theater to Intramuros"
"06/10/2023","Expense","Wallet Cash","Transport (Commute)","60","PHP","60","PHP","","Taxi from LRT Recto to Metropolitan Theater Shared"
"06/10/2023","Expense","Wallet Cash","Transport (Commute)","25","PHP","25","PHP","","LRT from Recto to Cubao"
"06/10/2023","Expense","Wallet Cash","Health (Exercise)","219","PHP","219","PHP","","Bench Face Towels x2"
"06/10/2023","Transfer","Expected Expense","Wallet Cash","500","PHP","500","PHP","","Withdraw"
"05/10/2023","Expense","Wallet Cash","Food (Junk Food)","60","PHP","60","PHP","","Pares"
"05/10/2023","Expense","Wallet Cash","Kren","140","PHP","140","PHP","","Pares"
"05/10/2023","Expense","Wallet Cash","Transport (Commute)","160","PHP","160","PHP","","Kren's Taxi from Kren's to Home"
"05/10/2023","Transfer","Expected Expense","Wallet Cash","500","PHP","500","PHP","","Withdraw"
"05/10/2023","Expense","GCash","Food (Junk Food)","50","PHP","50","PHP","","Minute Burger Shared"
"05/10/2023","Expense","Wallet Cash","Transport (Shipping)","79","PHP","79","PHP","","Cake Delivery"
"05/10/2023","Expense","GCash","Software (Subscriptions)","159","PHP","159","PHP","","YouTube Premium Monthly"
"05/10/2023","Expense","GCash","Gifts (Material)","620","PHP","620","PHP","","Ate's Cake"
"04/10/2023","Transfer","Wallet Cash","Expected Expense","2500","PHP","2500","PHP","","Keepaway"
"04/10/2023","Expense","Wallet Cash","Food","15","PHP","15","PHP","","Garlic Clove x1"
"04/10/2023","Expense","Wallet Cash","Food (Whole Foods)","80","PHP","80","PHP","","Eggs x8"
"04/10/2023","Expense","Wallet Cash","Food (Junk Food)","79","PHP","79","PHP","","Yumpanada x2"
"04/10/2023","Expense","GCash","Household  (Transaction Fees)","10","PHP","10","PHP","","Cash in Fee"
"04/10/2023","Expense","EastWest HPL Game Design Corporation","Food (Packaged Foods)","226.5","PHP","226.5","PHP","","Gold Seas Chunks in Seawater 180g x3"
"04/10/2023","Expense","EastWest HPL Game Design Corporation","Food","143","PHP","143","PHP","","Quaker Oats 800g"
"04/10/2023","Transfer","Wallet Cash","GCash","1000","PHP","1000","PHP","","Cash In"
"04/10/2023","Income","Wallet Cash","Giveaways","16","PHP","16","PHP","","Veggies Tawad"
"04/10/2023","Expense","Wallet Cash","Food (Whole Foods)","100","PHP","100","PHP","","String Beans 560g"
"04/10/2023","Expense","Wallet Cash","Food","130","PHP","130","PHP","","Lettuce 260g"
"04/10/2023","Expense","Wallet Cash","Food (Whole Foods)","36","PHP","36","PHP","","Tomatoes x2"
"04/10/2023","Expense","Wallet Cash","Food","270","PHP","270","PHP","","Mangoes x3"
"04/10/2023","Expense","Wallet Cash","Food (Whole Foods)","170","PHP","170","PHP","","Bananas x11"
"03/10/2023","Transfer","Wallet Cash","Ate Tiara","2300","PHP","2300","PHP","","Pay Ate"
"03/10/2023","Income","EastWest HPL Game Design Corporation","Discovery","0.2","PHP","0.2","PHP","","Found? "
"03/10/2023","Expense","EastWest HPL Game Design Corporation","Pets (Food)","119","PHP","119","PHP","","Brit Care Superfruits Kitten Can 1x"
"03/10/2023","Expense","EastWest HPL Game Design Corporation","Pets (Food)","109.75","PHP","109.75","PHP","","Churu 4 sticks"
"03/10/2023","Expense","EastWest HPL Game Design Corporation","Pets (Food)","109","PHP","109","PHP","","Temptations 75g"
"03/10/2023","Expense","EastWest HPL Game Design Corporation","Pets (Food)","1291","PHP","1291","PHP","","Royal Canin Kitten 2kg"
"03/10/2023","Expense","EastWest HPL Game Design Corporation","Pets (Hygiene)","229.75","PHP","229.75","PHP","","Catsan Ultra Odor 5L"
"03/10/2023","Expense","EastWest HPL Game Design Corporation","Household  (Transaction Fees)","18","PHP","18","PHP","","Withdraw Fee"
"03/10/2023","Transfer","EastWest HPL Game Design Corporation","Wallet Cash","6500","PHP","6500","PHP","","Withdraw"
"03/10/2023","Expense","Wallet Cash","Food (Junk Food)","60","PHP","60","PHP","","Cobra x2"
"03/10/2023","Expense","Wallet Cash","Transport (Motorcycle Taxi)","105","PHP","105","PHP","","Angkas from Kren's to Home"
"03/10/2023","Income","EastWest HPL Game Design Corporation","Dev Income","9559.31","PHP","9559.31","PHP","","Tim Ward 2 Days Dev"
"03/10/2023","Expense","Wallet Cash","Household  (Lost)","170","PHP","170","PHP","","Unaccounted for"
"01/10/2023","Expense","Wallet Cash","Transport (Commute)","200","PHP","200","PHP","","Taxi from Kren's to Mayfield"
"01/10/2023","Expense","Wallet Cash","Transport (Motorcycle Taxi)","130","PHP","130","PHP","","Angkas from Home to Kren's "
"01/10/2023","Expense","GCash","Household  (Transaction Fees)","1.5","PHP","1.5","PHP","","Cash In Fee"
"01/10/2023","Expense","GCash","Household  (Internet)","99","PHP","99","PHP","","GCash Weekly Load"
"01/10/2023","Transfer","Wallet Cash","GCash","150","PHP","150","PHP","","Cash In"
"01/10/2023","Expense","Wallet Cash","Gifts (Material)","3800","PHP","3800","PHP","","Kren's 8BitDo Keyboard "
"01/10/2023","Transfer","Ate Tiara","Wallet Cash","3800","PHP","3800","PHP","","Ate Borrow"
"28/09/2023","Expense","GCash","Transport (Motorcycle Taxi)","52","PHP","52","PHP","","Angkas from Home to Kren's Split"
"28/09/2023","Expense","Wallet Cash","Transport (Motorcycle Taxi)","50","PHP","50","PHP","","Angkas from Home to Kren's Split"
"27/09/2023","Expense","Wallet Cash","Kren","285.25","PHP","285.25","PHP","","Minute Burger + 7/11 Shared"
"27/09/2023","Expense","Wallet Cash","Food (Packaged Foods)","19.5","PHP","19.5","PHP","","C2 Milk Tea Caramel Shared"
"27/09/2023","Expense","Wallet Cash","Food (Packaged Foods)","66.5","PHP","66.5","PHP","","Purefoods Corned Beef Shared"
"27/09/2023","Expense","Wallet Cash","Food (Junk Food)","30.25","PHP","30.25","PHP","","Cobra x2 Shared"
"27/09/2023","Expense","Wallet Cash","Gifts (Material)","125","PHP","125","PHP","","Kitty Korner"
"27/09/2023","Expense","Wallet Cash","Food (Junk Food)","169","PHP","169","PHP","","Minute Burger Shared"
"27/09/2023","Expense","Wallet Cash","Transport (Motorcycle Taxi)","128","PHP","128","PHP","","Angkas from Home to Kren's "
"27/09/2023","Expense","Wallet Cash","Food (Junk Food)","46","PHP","46","PHP","","Boy Bawang x2 "
"26/09/2023","Transfer","Ate Tiara","Wallet Cash","2000","PHP","2000","PHP","","Ate Pay"
"26/09/2023","Expense","Wallet Cash","Transport (Biking)","5","PHP","5","PHP","","Air Pump"
"25/09/2023","Expense","Wallet Cash","Household  (Lost)","1","PHP","1","PHP","","Unaccounted for"
"24/09/2023","Expense","Wallet Cash","Clothing (Laundry)","410","PHP","410","PHP","","Laundry x2"
"24/09/2023","Transfer","Kren","Wallet Cash","150","PHP","150","PHP","","Kren Borrow"
"24/09/2023","Expense","GCash","Kren","250","PHP","250","PHP","","Kren Pay Parcel"
"24/09/2023","Transfer","Wallet Cash","GCash","250","PHP","250","PHP","","Cash In"
"24/09/2023","Expense","GCash","Household  (Internet)","94","PHP","94","PHP","","GCash Weekly Load"
"24/09/2023","Expense","Wallet Cash","Food (Junk Food)","75","PHP","75","PHP","","Empanada x2"
"24/09/2023","Expense","Wallet Cash","Food (Whole Foods)","140","PHP","140","PHP","","Eggs x14"
"24/09/2023","Expense","Wallet Cash","Household  (Items)","75","PHP","75","PHP","","Super Glue"
"24/09/2023","Expense","Wallet Cash","Pets (Food)","112.75","PHP","112.75","PHP","","Pedigree Dog Treats"
"24/09/2023","Expense","Wallet Cash","Food","143","PHP","143","PHP","","Quaker Oats 800g"
"24/09/2023","Expense","Wallet Cash","Food (Packaged Foods)","271.25","PHP","271.25","PHP","","Century Tuna Lite 180g x5"
"24/09/2023","Expense","Wallet Cash","Food (Packaged Foods)","66","PHP","66","PHP","","Del Monte Pineapple Tidbits 227g x2"
"24/09/2023","Expense","Wallet Cash","Food (Whole Foods)","308","PHP","308","PHP","","Chicken Breast 1kg"
"24/09/2023","Expense","Wallet Cash","Food (Packaged Foods)","187","PHP","187","PHP","","Curry Powder"
"24/09/2023","Expense","Wallet Cash","Food (Whole Foods)","300","PHP","300","PHP","","Mangoes x4"
"24/09/2023","Expense","Wallet Cash","Food (Whole Foods)","90","PHP","90","PHP","","Bananas x7"
"24/09/2023","Expense","Wallet Cash","Food","200","PHP","200","PHP","","String Beans 1300g"
"24/09/2023","Expense","Wallet Cash","Food (Whole Foods)","150","PHP","150","PHP","","Lettuce 320g"
"24/09/2023","Expense","Wallet Cash","Food (Whole Foods)","140","PHP","140","PHP","","Tomatoes x9"
"23/09/2023","Expense","Wallet Cash","Household  (Lost)","71.75","PHP","71.75","PHP","","Unaccounted for"
"23/09/2023","Transfer","Kren","GCash","45.53","PHP","45.53","PHP","","GCash Cash In Fee"
"23/09/2023","Expense","Wallet Cash","Food (Whole Foods)","50","PHP","50","PHP","","Rice x5"
"23/09/2023","Expense","GCash","Kren","170","PHP","170","PHP","","Dunkin"
"23/09/2023","Transfer","Kren","Wallet Cash","278","PHP","278","PHP","","Breakfast Borrow "
"23/09/2023","Expense","Wallet Cash","Food (Whole Foods)","647","PHP","647","PHP","","Pasta Shared"
"23/09/2023","Expense","Wallet Cash","Food (Packaged Foods)","278","PHP","278","PHP","","Breakfast"
"23/09/2023","Transfer","Kren","Wallet Cash","647","PHP","647","PHP","","Pasta Shared"
"23/09/2023","Transfer","Kren","Wallet Cash","2000","PHP","2000","PHP","","Kren Borrow"
"23/09/2023","Expense","Wallet Cash","Food (Whole Foods)","34","PHP","34","PHP","","Eggs x4"
"22/09/2023","Transfer","Kren","GCash","250","PHP","250","PHP","","Kren's GCash"
"22/09/2023","Transfer","Ate Tiara","Wallet Cash","2500","PHP","2500","PHP","","Tiara Pay"
"22/09/2023","Expense","Wallet Cash","Food (Junk Food)","100","PHP","100","PHP","","Sprite"
"22/09/2023","Expense","Wallet Cash","Kren","505","PHP","505","PHP","","McDo Shared"
"22/09/2023","Expense","Wallet Cash","Food (Junk Food)","505","PHP","505","PHP","","McDo Shared"
"22/09/2023","Expense","Wallet Cash","Transport (Commute)","230","PHP","230","PHP","","Taxi from Kren's to Home"
"22/09/2023","Expense","Wallet Cash","Transport (Commute)","170","PHP","170","PHP","","Taxi from Home to Kren's "
"22/09/2023","Expense","Wallet Cash","Food (Junk Food)","50","PHP","50","PHP","","Boy Bawang x2"
"22/09/2023","Expense","Wallet Cash","Food (Junk Food)","24","PHP","24","PHP","","Chuckie "
"22/09/2023","Expense","Wallet Cash","Food (Junk Food)","28","PHP","28","PHP","","Cobra"
"18/09/2023","Expense","Wallet Cash","Food (Whole Foods)","111","PHP","111","PHP","","Eggs x13"
"17/09/2023","Expense","Wallet Cash","Food","12","PHP","12","PHP","","Soy Sauce Packet x1"
"17/09/2023","Expense","Wallet Cash","Food (Whole Foods)","15","PHP","15","PHP","","Garlic x1"
"17/09/2023","Expense","Wallet Cash","Food (Whole Foods)","20","PHP","20","PHP","","Eggs x2"
"17/09/2023","Transfer","Wallet Cash","Theolo","220","PHP","220","PHP","","Settle"
"17/09/2023","Expense","GCash","Household  (Internet)","99","PHP","99","PHP","","GCash Weekly Load"
"17/09/2023","Expense","Wallet Cash","Food (Packaged Foods)","325.5","PHP","325.5","PHP","","Century Tuna Lite 180g x6"
"17/09/2023","Expense","Wallet Cash","Food (Packaged Foods)","33","PHP","33","PHP","","Del Monte Pineapple Tidbits 227g x1"
"17/09/2023","Expense","Wallet Cash","Food (Whole Foods)","220","PHP","220","PHP","","Chicken Breast Fillet 3/4kg"
"17/09/2023","Transfer","Wallet Cash","GCash","500","PHP","500","PHP","","GCash Cash In"
"17/09/2023","Expense","Wallet Cash","Pets (Food)","119","PHP","119","PHP","","Miho's Treats"
"17/09/2023","Expense","Wallet Cash","Pets (Food)","350","PHP","350","PHP","","Miho's Wet Food x10"
"17/09/2023","Expense","Wallet Cash","Food (Whole Foods)","465","PHP","465","PHP","","Mangoes x4"
"17/09/2023","Expense","Wallet Cash","Food (Whole Foods)","90","PHP","90","PHP","","Bananas x7"
"17/09/2023","Expense","Wallet Cash","Food (Whole Foods)","250","PHP","250","PHP","","Lettuce 1/2kg"
"17/09/2023","Expense","Wallet Cash","Food (Whole Foods)","235","PHP","235","PHP","","Tomatoes x11"
"17/09/2023","Expense","Wallet Cash","Household  (Lost)","105","PHP","105","PHP","","Unaccounted for"
"17/09/2023","Expense","Wallet Cash","Kren","30","PHP","30","PHP","","Taxi Borrow"
"17/09/2023","Expense","Wallet Cash","Kren","220","PHP","220","PHP","","Borrow from Chols"
"17/09/2023","Transfer","Theolo","Wallet Cash","220","PHP","220","PHP","","Kren Borrow"
"16/09/2023","Expense","GCash","Kren","100","PHP","100","PHP","","Kren's load pay"
"16/09/2023","Expense","Wallet Cash","Transport (Commute)","50","PHP","50","PHP","","Carousel from Caloocan to QMart x2"
"16/09/2023","Expense","Wallet Cash","Transport (Commute)","66","PHP","66","PHP","","Bus from Robinson's Malolos to Caloocan"
"16/09/2023","Expense","GCash","Kren","235","PHP","235","PHP","","Stardew Valley Mobile"
"16/09/2023","Expense","GCash","Leisure (Video Games)","235","PHP","235","PHP","","Stardew Valley Mobile"
"16/09/2023","Expense","Wallet Cash","Transport (Commute)","850","PHP","850","PHP","","Taxi from Home to Malolos"
"16/09/2023","Transfer","Kren","Wallet Cash","850","PHP","850","PHP","","Krizzel Transpo Borrow"
"15/09/2023","Transfer","Kren","Wallet Cash","3000","PHP","3000","PHP","","Grocery Borrow"
"15/09/2023","Expense","Wallet Cash","Clothing (Apparel)","1690","PHP","1690","PHP","","H&M Pants "
"15/09/2023","Transfer","Kren","Wallet Cash","1690","PHP","1690","PHP","","H&M Pants Borrow"
"15/09/2023","Expense","Wallet Cash","Food (Junk Food)","230","PHP","230","PHP","","BLK Dark Side Cup"
"15/09/2023","Transfer","Kren","Wallet Cash","230","PHP","230","PHP","","BLK Borrow"
"14/09/2023","Expense","Wallet Cash","Household  (Lost)","147.5","PHP","147.5","PHP","","Unaccounted for"
"14/09/2023","Expense","Wallet Cash","Transport (Motorcycle Taxi)","150","PHP","150","PHP","","Taxi from Kren's to Home"
"14/09/2023","Expense","Wallet Cash","Clothing (Apparel)","1999.75","PHP","1999.75","PHP","","Uniqlo Formal Shirt"
"14/09/2023","Transfer","Kren","Wallet Cash","2000","PHP","2000","PHP","","Uniqlo Borrow"
"14/09/2023","Expense","Wallet Cash","Transport (Commute)","120","PHP","120","PHP","","Taxi from SM North to Kren's "
"14/09/2023","Expense","Wallet Cash","Kren","10","PHP","10","PHP","","French Baker Pay"
"14/09/2023","Expense","Wallet Cash","Kren","20","PHP","20","PHP","","BLK Pay"
"14/09/2023","Expense","Wallet Cash","Household  (Items)","349","PHP","349","PHP","","Sleeping Mask"
"14/09/2023","Expense","Wallet Cash","Household  (Items)","649.75","PHP","649.75","PHP","","Kitchen Scale"
"14/09/2023","Transfer","Kren","Wallet Cash","992","PHP","992","PHP","","SM Department Store Borrow"
"14/09/2023","Expense","Wallet Cash","Food (Restaurant)","1083.5","PHP","1083.5","PHP","","Genki Sushi Shared"
"14/09/2023","Transfer","Kren","Wallet Cash","916.5","PHP","916.5","PHP","","Genki Borrow"
"14/09/2023","Expense","Wallet Cash","Health (Hygiene)","320","PHP","320","PHP","","Oil Cleanser Wipes x2"
"14/09/2023","Transfer","Kren","Wallet Cash","320","PHP","320","PHP","","Watsons Borrow"
"14/09/2023","Expense","Wallet Cash","Kren","199.75","PHP","199.75","PHP","","Kren's Nipples"
"14/09/2023","Expense","Wallet Cash","Transport (Commute)","130","PHP","130","PHP","","Taxi from Home to SM North"
"14/09/2023","Transfer","Wallet Cash","Theolo","300","PHP","300","PHP","","Chols Delivery Paid"
"14/09/2023","Expense","Wallet Cash","Food (Junk Food)","46","PHP","46","PHP","","Boy Bawang x2"
"14/09/2023","Expense","Wallet Cash","Health (Hygiene)","40","PHP","40","PHP","","Modess without Wings x5"
"14/09/2023","Expense","Wallet Cash","Food (Whole Foods)","250","PHP","250","PHP","","Bananas x21"
"14/09/2023","Transfer","Kren","Wallet Cash","2000","PHP","2000","PHP","","Borrow"
"13/09/2023","Transfer","Theolo","Wallet Cash","100","PHP","100","PHP","","Chols lend for Kren"
"13/09/2023","Expense","Wallet Cash","Kren","100","PHP","100","PHP","","Kren borrow from Chols"
"13/09/2023","Expense","Wallet Cash","Pets (Food)","140","PHP","140","PHP","","Brit Assorted Cat Food x4"
"13/09/2023","Expense","Wallet Cash","Pets (Hygiene)","229.75","PHP","229.75","PHP","","Catsan Litter 5L"
"13/09/2023","Expense","Wallet Cash","Household  (Items)","134","PHP","134","PHP","","Trash Bags XXL x10"
"13/09/2023","Transfer","Theolo","Wallet Cash","200","PHP","200","PHP","","Borrow"
"11/09/2023","Expense","GCash","Leisure (Video Games)","219.59","PHP","219.59","PHP","","Outlast Trinity"
"11/09/2023","Expense","GCash","Household  (Internet)","99","PHP","99","PHP","","GCash Weekly Load"
"11/09/2023","Transfer","Kren","GCash","150","PHP","150","PHP","","Kren Lend"
"10/09/2023","Expense","Wallet Cash","Food (Whole Foods)","96","PHP","96","PHP","","Eggs x12"
"10/09/2023","Transfer","Wallet Cash","GCash","100","PHP","100","PHP","","Cash In "
"10/09/2023","Expense","GCash","Food (Packaged Foods)","68.1","PHP","68.1","PHP","","Del Monte Pineapple Tidbits 227g x2"
"10/09/2023","Expense","GCash","Food (Packaged Foods)","325.5","PHP","325.5","PHP","","Century Tuna Lite 180g x6"
"10/09/2023","Expense","GCash","Food (Whole Foods)","172.05","PHP","172.05","PHP","","Chicken Breast Fillet 1/2 kg"
"10/09/2023","Expense","Wallet Cash","Food","220","PHP","220","PHP","","Bananas x17"
"10/09/2023","Expense","Wallet Cash","Food (Whole Foods)","260","PHP","260","PHP","","Tomatoes x12"
"10/09/2023","Expense","Wallet Cash","Food (Whole Foods)","140","PHP","140","PHP","","Lettuce 290g"
"09/09/2023","Expense","Wallet Cash","Household  (Lost)","6.45","PHP","6.45","PHP","","Unaccounted for"
"09/09/2023","Transfer","Wallet Cash","GCash","79.55","PHP","79.55","PHP","","Unaccounted for Transfer"
"09/09/2023","Transfer","Kren","Wallet Cash","1000","PHP","1000","PHP","","Borrow Kren"
"09/09/2023","Expense","Wallet Cash","Food (Restaurant)","750","PHP","750","PHP","","Geonbae"
"09/09/2023","Transfer","Kren","Wallet Cash","750","PHP","750","PHP","","Geonbae"
"09/09/2023","Expense","Wallet Cash","Food (Junk Food)","10","PHP","10","PHP","","7/11 Drinks"
"09/09/2023","Expense","Wallet Cash","Transport (Commute)","24","PHP","24","PHP","","Jeep from Katipunan to UPTC"
"08/09/2023","Expense","Wallet Cash","Food (Restaurant)","800","PHP","800","PHP","","Pizza Hut Shared"
"08/09/2023","Transfer","Kren","Wallet Cash","800","PHP","800","PHP","","Pizza Hut Shared"
"07/09/2023","Transfer","Ate Tiara","GCash","214","PHP","214","PHP","","Ate Pay"
"07/09/2023","Transfer","Kren","Wallet Cash","214","PHP","214","PHP","","Ate Borrow"
"07/09/2023","Transfer","Wallet Cash","Ate Tiara","214","PHP","214","PHP","","Ate Borrow"
"07/09/2023","Expense","GCash","Leisure (Video Games)","420","PHP","420","PHP","","Stardew Valley for Kren"
"06/09/2023","Expense","GCash","Food (Whole Foods)","59","PHP","59","PHP","","Eggs x8"
"06/09/2023","Expense","GCash","Food (Whole Foods)","85","PHP","85","PHP","","Chicken Breast 1/4kg"
"06/09/2023","Expense","GCash","Food (Whole Foods)","180","PHP","180","PHP","","Bananas x14"
"06/09/2023","Expense","GCash","Food (Whole Foods)","110","PHP","110","PHP","","Lettuce 200g"
"06/09/2023","Expense","GCash","Food (Whole Foods)","100","PHP","100","PHP","","Tomatoes x5"
"05/09/2023","Expense","Wallet Cash","Food (Packaged Foods)","60","PHP","60","PHP","","Mayonnaise + Iced Tea"
"05/09/2023","Transfer","Ate Tiara","GCash","349","PHP","349","PHP","","Ate Pay"
